Job Title,Years Exp,Job Type,Industry,Date Posted,Specialization,State,Min Salary,Max Salary,Estimated Salary
Outlet Sales Assistant  ????(Puchong),0,Retail Sales,Retail / Merchandise,12/10/2020,Sales Marketing,Selangor,2500,2500,2500
Retail Management Trainee,0,Retail Sales,Retail / Merchandise,12/10/2020,Sales Marketing,Kuala Lumpur,2500,2500,2500
Retail Trainee,0,Retail Sales,Retail / Merchandise,12/10/2020,Sales Marketing,Selangor,2500,2500,2500
Retail Trainee (KL Mid Valley),0,Retail Sales,Retail / Merchandise,12/9/2020,Sales Marketing,Kuala Lumpur,2500,2500,2500
Sales Assistant,0,Retail Sales,Retail / Merchandise,12/9/2020,Sales Marketing,Selangor,1600,1800,1700
Showroom Executive,0,Retail Sales,Retail / Merchandise,12/10/2020,Sales Marketing,Singapore,4800,8100,6450
Temporary Sales Assistant (3 Months),0,Retail Sales,Retail / Merchandise,12/9/2020,Sales Marketing,Kuala Lumpur,1500,2500,2000
Tesco Management Trainee Programme,0,Marketing/Business Dev,Retail / Merchandise,12/9/2020,Sales Marketing,Kuala Lumpur,2500,3500,3000
Human Resources & Administrative,1,Human Resources,Retail / Merchandise,,Human Resource,Johor,1600,2300,1950
Internship for Business Studies / Administration ...,0,Human Resources,Retail / Merchandise,12/31/2020,Human Resource,Selangor,1500,2500,2000
Inside Sales Officer,0,Retail Sales,Retail / Merchandise,12/8/2020,Sales Marketing,Penang,2500,2500,2500
Quote Specialist,0,Retail Sales,Retail / Merchandise,12/8/2020,Sales Marketing,Penang,2500,2500,2500
SALES & MARKETING EXECUTIVE,0,Marketing/Business Dev,Services,12/11/2020,Sales Marketing,Selangor,2000,4000,3000
Housekeeping Attendant,0,Hotel/Tourism,Services,12/3/2020,Hotel Restaurant,Sabah,1200,1500,1350
Sales Executive In Beauty & Medical Aesthetic Field,0,Retail Sales,Services,12/8/2020,Sales Marketing,Kuala Lumpur,3000,4000,3500
Graphic Designer cum Video Editor,0,Arts/Creative Design,Services,11/12/2020,Arts Media Communication,Penang,2500,3000,2750
Security System Technician,0,IT - Network/Sys/DB Admin,Services,12/6/2020,Information Technology,Singapore,2500,3500,3000
Administration Executive,0,Training & Dev.,Services,12/4/2020,Education Training,Johor,2500,2500,2500
Multimedia Graphics Designer,0,Arts/Creative Design,Services,12/4/2020,Arts Media Communication,Kuala Lumpur,2500,2500,2500
Information Analyst,0,Journalist/Editors,Services,12/8/2020,Journalism,Kuala Lumpur,2500,2500,2500
Skill Development Centre Instructor,1,Training & Dev.,Services,11/28/2020,Education Training,Penang,1500,2500,2000
Associate People & Culture (6 months contract),1,Human Resources,Services,12/22/2020,Human Resource,Kuala Lumpur,2500,2500,2500
Network Support Engineer,1,IT - Network/Sys/DB Admin,Telecommunication,12/3/2020,Information Technology,Kuala Lumpur,2700,3300,3000
Site Reliability Engineer_ETAC,0,IT - Network/Sys/DB Admin,Telecommunication,12/7/2020,Information Technology,Kuala Lumpur,2500,3500,3000
Software Engineer - MRO D&S (Fresh Garduate are ...,0,IT - Software,Telecommunication,11/30/2020,Information Technology,Kuala Lumpur,3500,4300,3900
Creative & Digital Executive,0,Arts/Creative Design,Telecommunication,12/9/2020,Arts Media Communication,Selangor,2500,4500,3500
Management Trainee,0,Sales - Corporate,Telecommunication,12/10/2020,Sales Marketing,Selangor,2000,3500,2750
Sales Executive,1,Retail Sales,Telecommunication,12/9/2020,Sales Marketing,Selangor,2000,3000,2500
Legal Assistant,1,Law/Legal Services,Telecommunication,12/9/2020,Legal,Selangor,2400,3000,2700
Software Engineer,0,IT - Software,Transportation / Logistics,12/10/2020,Information Technology,Selangor,2500,4000,3250
Finance Officer,1,General/Cost Accounting,Transportation / Logistics,12/8/2020,Accounting and Finance,Kuala Lumpur,2000,3500,2750
Accounting Assistant,0,General/Cost Accounting,Transportation / Logistics,12/8/2020,Accounting and Finance,Selangor,1800,2600,2200
People Coordinator,0,Human Resources,Transportation / Logistics,12/21/2020,Human Resource,Kuala Lumpur,2500,3500,3000
