Job Title,Years Exp,Job Type,Industry,Date Posted,Specialization,State,Min Salary,Max Salary,Estimated Salary
Insurance / Takaful Advisor,0,Sales - Financial Services,Insurance,12/30/2020,Sales Marketing,Kuala Lumpur,3500,5000,4250
Life Planner & Insurance Consultant / Takaful ...,0,Sales - Financial Services,Insurance,,Sales Marketing,Kuala Lumpur,2500,7000,4750
Marketing Executive,1,Marketing/Business Dev,Insurance,12/20/2020,Sales Marketing,Kuala Lumpur,1500,3000,2250
"Sales & Marketing Executive-Investment (Base RM 2,...",0,Sales - Corporate,Insurance,12/14/2020,Sales Marketing,Kuala Lumpur,5000,10000,7500
Sales & Recruitment Specialist (Internship in Malacca),0,Sales - Corporate,Insurance,12/22/2020,Sales Marketing,Melaka,500,600,550
Sales cum Recruitment Executive (Open to Fresh ...,0,Sales - Corporate,Insurance,12/21/2020,Sales Marketing,Kuala Lumpur,2500,5000,3750
Sales Executive,0,Sales - Financial Services,Insurance,12/27/2020,Sales Marketing,Kuala Lumpur,3000,5000,4000
Sales Financial Specialist (Insurance / Takaful) -...,1,Sales - Financial Services,Insurance,12/29/2020,Sales Marketing,Perak,9000,14000,11500
Sales Marketing / PruVenture Manager,0,Marketing/Business Dev,Insurance,12/22/2020,Sales Marketing,Penang,2500,3500,3000
Sales Marketing Executive,0,Marketing/Business Dev,Insurance,12/31/2020,Sales Marketing,Penang,2500,5000,3750
Telemarketing Executive,0,Telesales/Telemarketing,Insurance,12/31/2020,Sales Marketing,Kuala Lumpur,1500,2500,2000
Telemarketing Executive - SPM Welcome - (Commission ...,0,Telesales/Telemarketing,Insurance,12/28/2020,Sales Marketing,Kuala Lumpur,7000,10000,8500
Telemarketing Executive - SPM Welcome - (Commission ...,0,Telesales/Telemarketing,Insurance,12/15/2020,Sales Marketing,Kuala Lumpur,7000,10000,8500
Virtual Career Fair – 16 Jan 2021 (Sales & Marketing),0,Sales - Financial Services,Insurance,12/28/2020,Sales Marketing,Kuala Lumpur,2100,3100,2600
??????? (Insurance Financial Planner),1,Sales - Financial Services,Insurance,12/20/2020,Sales Marketing,Melaka,2500,2500,2500
Mobile Apps System Support,0,IT - Software,IT / Software,12/24/2020,Information Technology,Kuala Lumpur,2300,3000,2650
Fiber Wiring To The Home Installer,0,IT - Hardware,IT / Hardware,12/28/2020,Information Technology,Penang,1500,2000,1750
Salesforce Engineer (System Administrator),0,IT - Software,IT / Hardware,12/30/2020,Information Technology,Selangor,2500,3500,3000
Inside Sales Assistant - Fresh Graduate / Junior (1 ...,0,Telesales/Telemarketing,IT / Hardware,12/20/2020,Sales Marketing,Selangor,2500,2500,2500
Inside Sales Representative (Fresh Graduate),0,Sales - Corporate,IT / Hardware,12/29/2020,Sales Marketing,Kuala Lumpur,2500,3500,3000
Account Clerk,1,General/Cost Accounting,IT / Software,12/29/2020,Accounting and Finance,Selangor,1500,2200,1850
Account cum Admin,0,General/Cost Accounting,IT / Software,12/29/2020,Accounting and Finance,Selangor,2500,2500,2500
Accounts Assistance,0,Clerical/Administrative,IT / Software,12/23/2020,Accounting and Finance,Johor,2500,2500,2500
Accounts cum Admin Assistant Intern,0,General/Cost Accounting,IT / Software,12/17/2020,Accounting and Finance,Kuala Lumpur,1000,1200,1100
ADMIN CUM ACCOUNT EXECUTIVE,0,Clerical/Administrative,IT / Software,12/28/2020,Accounting and Finance,Selangor,2500,2500,2500
Graphic Designer Cum Marketing Intern,0,Arts/Creative Design,IT / Software,12/15/2020,Arts Media Communication,Kuala Lumpur,1500,2500,2000
Graphic Designer Executive,0,Arts/Creative Design,IT / Software,12/28/2020,Arts Media Communication,Kuala Lumpur,2400,3500,2950
Graphics Designer / Game Artist Intern,0,Arts/Creative Design,IT / Software,12/31/2020,Arts Media Communication,Kuala Lumpur,1500,2500,2000
SOCIAL MEDIA CONTENT WRITER,0,Advertising,IT / Software,12/29/2020,Arts Media Communication,Selangor,2500,2500,2500
VIDEOGRAPHY / COMPUTER INTERNSHIP,0,Arts/Creative Design,IT / Software,12/21/2020,Arts Media Communication,Kuala Lumpur,1500,2500,2000
AI Engineering Intern,0,IT - Software,IT / Software,12/21/2020,Information Technology,Selangor,790,800,795
Android / iOS Developer,0,IT - Software,IT / Software,12/28/2020,Information Technology,Selangor,2500,3500,3000
Application Developer,0,IT - Software,IT / Software,12/30/2020,Information Technology,Kuala Lumpur,3000,5500,4250
Application Developer,0,IT - Software,IT / Software,12/21/2020,Information Technology,Selangor,600,1000,800
Application Engineer,0,IT - Software,IT / Software,12/22/2020,Information Technology,Kuala Lumpur,2800,4200,3500
Application Software Engineer,2,IT - Software,IT / Software,12/16/2020,Information Technology,Kuala Lumpur,2500,3500,3000
Associate Business Consultant,0,IT - Software,IT / Software,12/16/2020,Information Technology,Selangor,2500,3500,3000
Associate Technical Services Engineer (Middleware ...,0,IT - Software,IT / Software,12/26/2020,Information Technology,Selangor,2500,3500,3000
Business Analyst,0,IT - Software,IT / Software,12/24/2020,Information Technology,Kuala Lumpur,3200,4500,3850
Cyber Security Analyst (Entry Level),0,IT - Network/Sys/DB Admin,IT / Software,12/14/2020,Information Technology,Kuala Lumpur,2500,5000,3750
Fresh / Junior Software Engineer,0,IT - Software,IT / Software,12/23/2020,Information Technology,Kuala Lumpur,3500,7000,5250
Front-end Developer,0,IT - Software,IT / Software,12/30/2020,Information Technology,Selangor,2500,3500,3000
Graduate Program 2021,0,IT - Network/Sys/DB Admin,IT / Software,12/14/2020,Information Technology,Selangor,2500,3500,3000
Graduate Trainee (Network and Security Engineer),0,IT - Software,IT / Software,12/29/2020,Information Technology,Kuala Lumpur,2500,2800,2650
IT Intern Help Desk,0,IT - Network/Sys/DB Admin,IT / Software,12/28/2020,Information Technology,Kuala Lumpur,1500,2500,2000
IT Internship Program,0,IT - Software,IT / Software,12/15/2020,Information Technology,Kuala Lumpur,1000,1030,1015
IT Product Intern,0,IT - Network/Sys/DB Admin,IT / Software,12/25/2020,Information Technology,Kuala Lumpur,1500,2500,2000
IT Software Support,0,IT - Software,IT / Software,12/16/2020,Information Technology,Kuala Lumpur,3000,4000,3500
Junior Developer Programmer,0,IT - Software,IT / Software,12/23/2020,Information Technology,Selangor,2000,3000,2500
Junior PHP Developer (Laravel),1,IT - Software,IT / Software,12/16/2020,Information Technology,Selangor,2500,5000,3750
Mobile App and Web developer,2,IT - Software,IT / Software,12/22/2020,Information Technology,Selangor,3000,6000,4500
Mobile Application Developer,0,IT - Software,IT / Software,12/30/2020,Information Technology,Kuala Lumpur,3000,5500,4250
Mobile Game Developer,0,IT - Software,IT / Software,12/14/2020,Information Technology,Kuala Lumpur,1500,2500,2000
PHP Developer (eCommerce),0,IT - Software,IT / Software,12/28/2020,Information Technology,Johor,5000,10000,7500
PHP Programmer (Junior / Senior),1,IT - Software,IT / Software,12/30/2020,Information Technology,Kuala Lumpur,4500,8000,6250
PROGRAMMER,0,IT - Software,IT / Software,12/20/2020,Information Technology,Selangor,2300,4500,3400
Programmer cum PA,0,IT - Software,IT / Software,12/26/2020,Information Technology,Selangor,400,600,500
Project Executive,0,IT - Software,IT / Software,12/16/2020,Information Technology,Selangor,2500,3500,3000
Software Developer,0,IT - Software,IT / Software,12/23/2020,Information Technology,Selangor,2500,5000,3750
Software Developer,0,IT - Software,IT / Software,12/21/2020,Information Technology,Penang,2500,4500,3500
Software Developer,0,IT - Software,IT / Software,12/21/2020,Information Technology,Penang,2500,2500,2500
Software Developer,0,IT - Software,IT / Software,12/17/2020,Information Technology,Penang,2800,3500,3150
Software Engineer,0,IT - Software,IT / Software,12/24/2020,Information Technology,Kuala Lumpur,3200,4500,3850
Software Engineer,0,IT - Software,IT / Software,12/22/2020,Information Technology,Kuala Lumpur,3600,7200,5400
Software Engineer,0,IT - Software,IT / Software,12/22/2020,Information Technology,Kuala Lumpur,2500,2500,2500
Software Engineer,2,IT - Software,IT / Software,12/17/2020,Information Technology,Kuala Lumpur,4000,6000,5000
Software Engineer,0,IT - Software,IT / Software,12/16/2020,Information Technology,Kuala Lumpur,2500,2500,2500
Software Engineer,0,IT - Software,IT / Software,12/15/2020,Information Technology,Kuala Lumpur,2500,3500,3000
Software Engineer - L1,0,IT - Software,IT / Software,12/20/2020,Information Technology,Kuala Lumpur,2500,3500,3000
Software Engineer (Deployment / DevOps),0,IT - Software,IT / Software,12/30/2020,Information Technology,Kuala Lumpur,2500,3500,3000
Software Engineer (Japan Team),0,IT - Software,IT / Software,12/31/2020,Information Technology,Kuala Lumpur,2500,3500,3000
Software Engineer for IOT technology -Internship,0,IT - Software,IT / Software,12/14/2020,Information Technology,Johor,850,1300,1075
Software Engineer Junior Executive,1,IT - Software,IT / Software,12/28/2020,Information Technology,Sarawak,2700,3000,2850
Software Programmmer,0,IT - Software,IT / Software,12/31/2020,Information Technology,Selangor,2600,3000,2800
Technical Support,0,IT - Network/Sys/DB Admin,IT / Software,12/20/2020,Information Technology,Johor,1800,3500,2650
UI / UX Designer,0,IT - Software,IT / Software,12/21/2020,Information Technology,Selangor,3600,4300,3950
Unity Programmer,0,IT - Software,IT / Software,12/31/2020,Information Technology,Kuala Lumpur,2500,3500,3000
"Up to RM 5,000 Mandarin Speaking Junior PHP Software...",0,IT - Software,IT / Software,12/28/2020,Information Technology,Kuala Lumpur,2800,5000,3900
Web programmer,0,IT - Software,IT / Software,12/21/2020,Information Technology,Selangor,2500,2500,2500
Kindergarten Teacher,0,Education,IT / Software,12/21/2020,Education Training,Kuala Lumpur,2500,2500,2500
Mandarin Teacher,0,Education,IT / Software,12/29/2020,Education Training,Penang,1500,2500,2000
Mathematics and Science Teacher (Part-time),0,Education,IT / Software,12/22/2020,Education Training,Johor,2500,2500,2500
"Part-time English Teacher (Pri, Sec)",0,Education,IT / Software,12/22/2020,Education Training,Johor,2500,2500,2500
Tenaga Pengajar (Guru instituisi pendidikan swasta) ...,0,Education,IT / Software,12/29/2020,Education Training,Selangor,2500,2500,2500
Front Office Assistant,0,Hotel/Tourism,IT / Software,12/28/2020,Hotel Restaurant,Penang,2500,3500,3000
SOCIAL MEDIA CONTENT WRITER,0,Advertising,IT / Software,12/29/2020,Journalism,Selangor,2500,2500,2500
Human Resource Intern,0,Human Resources,IT / Software,12/31/2020,Human Resource,Kuala Lumpur,1000,1200,1100
"Associate - Sales, eGHL",0,Sales - Corporate,IT / Software,12/30/2020,Sales Marketing,Kuala Lumpur,2500,4000,3250
"Branch Manager (Sibu, Sarawak)",0,Retail Sales,IT / Software,12/29/2020,Sales Marketing,Sarawak,2500,2500,2500
Business Development / Marketing Intern,0,Marketing/Business Dev,IT / Software,12/18/2020,Sales Marketing,Selangor,300,500,400
Business Development Executive,0,Marketing/Business Dev,IT / Software,12/18/2020,Sales Marketing,Kuala Lumpur,2500,3500,3000
Customer Sales Support (Commission | Home based | ...,0,Sales - Corporate,IT / Software,12/16/2020,Sales Marketing,Kuala Lumpur,2600,3000,2800
Customer Service cum Indoor Sales Coordinator,0,Customer Service,IT / Software,12/18/2020,Sales Marketing,Penang,2500,2500,2500
Customer Service cum Indoor Sales Coordinator,0,Customer Service,IT / Software,12/18/2020,Sales Marketing,Penang,2500,2500,2500
DIGITAL MARKETER ONLINE,0,Digital Marketing,IT / Software,12/17/2020,Sales Marketing,Selangor,2500,2500,2500
Digital Marketing Executive,0,Digital Marketing,IT / Software,12/25/2020,Sales Marketing,Selangor,2500,4500,3500
Ecommerce Operations Officer,0,E-commerce,IT / Software,12/20/2020,Sales Marketing,Penang,1500,2000,1750
EVENT DAN ROADSHOW CREW (RM1400 - RM1600),0,Marketing/Business Dev,IT / Software,12/29/2020,Sales Marketing,Perak,1500,2500,2000
Freelance / Commissioned Sales Agent,0,Retail Sales,IT / Software,12/16/2020,Sales Marketing,Kuala Lumpur,1500,2500,2000
Graduate Trainee (Management Trainee),0,Marketing/Business Dev,IT / Software,12/23/2020,Sales Marketing,Kuala Lumpur,3000,3500,3250
Inside Sales Executive (Public Sector),1,Sales - Corporate,IT / Software,12/30/2020,Sales Marketing,Selangor,2500,3500,3000
Inside Sales Representative,0,Telesales/Telemarketing,IT / Software,12/31/2020,Sales Marketing,Selangor,3000,3500,3250
Junior Sales Account Manager,0,Sales - Corporate,IT / Software,12/17/2020,Sales Marketing,Kuala Lumpur,2500,2500,2500
Management Trainee (Operation),0,Marketing/Business Dev,IT / Software,12/14/2020,Sales Marketing,Pahang,2500,2500,2500
Marketing Executive,0,Marketing/Business Dev,IT / Software,12/17/2020,Sales Marketing,Kuala Lumpur,2500,3500,3000
Marketing Intern,0,Digital Marketing,IT / Software,12/21/2020,Sales Marketing,Selangor,700,800,750
Marketing Operations Executive,0,Marketing/Business Dev,IT / Software,12/17/2020,Sales Marketing,Selangor,2500,3500,3000
Marketplace Operations Admin Intern,0,Marketing/Business Dev,IT / Software,12/15/2020,Sales Marketing,Kuala Lumpur,1500,2500,2000
MAXIS FIBRE PROMOTER - KOTA KINABALU,0,Marketing/Business Dev,IT / Software,12/21/2020,Sales Marketing,Sabah,2500,2500,2500
MAXIS PROMOTER - KOTA KINABALU,0,Marketing/Business Dev,IT / Software,12/21/2020,Sales Marketing,Sabah,2500,2500,2500
MAXIS PROMOTER - KUCHING,0,Marketing/Business Dev,IT / Software,12/21/2020,Sales Marketing,Sarawak,2500,2500,2500
Promoter,0,Retail Sales,IT / Software,12/23/2020,Sales Marketing,Selangor,1500,2500,2000
Sales & Business Development Officer - Northern Region,0,Marketing/Business Dev,IT / Software,12/28/2020,Sales Marketing,Penang,3000,6000,4500
Sales & Business Development Officer ( Sabah ),0,Marketing/Business Dev,IT / Software,12/18/2020,Sales Marketing,Sabah,2500,3500,3000
Sales & Business Development Officer (Puchong),0,Marketing/Business Dev,IT / Software,12/30/2020,Sales Marketing,Selangor,2500,3500,3000
Sales & Business Development Officer (Sarawak),0,Marketing/Business Dev,IT / Software,12/18/2020,Sales Marketing,Sarawak,2500,3500,3000
Sales / Business Management Intern,0,Marketing/Business Dev,IT / Software,12/18/2020,Sales Marketing,Selangor,700,1000,850
Sales Advisor,0,Retail Sales,IT / Software,12/28/2020,Sales Marketing,Kuala Lumpur,1500,2500,2000
SALES AND BUSINESS DEVELOPMENT EXECUTIVE,0,Retail Sales,IT / Software,12/18/2020,Sales Marketing,Johor,2500,5000,3750
Sales Assistant,0,Retail Sales,IT / Software,12/14/2020,Sales Marketing,Sabah,1500,2500,2000
Sales Assistant IOI Putrajaya,0,Retail Sales,IT / Software,12/29/2020,Sales Marketing,Selangor,1500,2500,2000
Sales Clerk,0,Clerical/Administrative,IT / Software,12/18/2020,Sales Marketing,Selangor,1500,2500,2000
Sales Executive,0,Retail Sales,IT / Software,12/28/2020,Sales Marketing,Selangor,2500,2500,2500
Sales Executive,0,Retail Sales,IT / Software,12/21/2020,Sales Marketing,Selangor,1500,2500,2000
Technical Sales Executive,0,Sales - Eng/Tech/IT,IT / Software,12/17/2020,Sales Marketing,Selangor,2500,3500,3000
Telemarketer  (PUBLIC LISTED COMPANY),0,Telesales/Telemarketing,IT / Software,12/30/2020,Sales Marketing,Selangor,1500,2500,2000
Telemarketing,0,Telesales/Telemarketing,IT / Software,12/22/2020,Sales Marketing,Kuala Lumpur,1500,2500,2000
Telemarketing,0,Telesales/Telemarketing,IT / Software,12/18/2020,Sales Marketing,Kuala Lumpur,2500,2500,2500
Telemarketing,0,Telesales/Telemarketing,IT / Software,12/14/2020,Sales Marketing,Kuala Lumpur,1500,2500,2000
TELE-MARKETING (BASE IN CHERAS),0,Telesales/Telemarketing,IT / Software,12/21/2020,Sales Marketing,Selangor,1500,2500,2000
Telesales Executive,0,Telesales/Telemarketing,IT / Software,12/25/2020,Sales Marketing,Kuala Lumpur,2500,3500,3000
Wedding Coordinator,0,Marketing/Business Dev,IT / Software,12/21/2020,Sales Marketing,Melaka,2500,2500,2500
?????? Game Data Analyst,1,Digital Marketing,IT / Software,12/17/2020,Sales Marketing,Kuala Lumpur,3500,5000,4250
IT Officer,0,IT - Network/Sys/DB Admin,Law / Legal,12/14/2020,Information Technology,Kuala Lumpur,1500,2500,2000
Chambering Student,0,Law/Legal Services,Law / Legal,12/27/2020,Legal,Kuala Lumpur,1500,2500,2000
Intellectual Property (IP) Intern,0,Law/Legal Services,Law / Legal,12/27/2020,Legal,Kuala Lumpur,700,1000,850
IP Legal Executive (IP Law Firm),0,Law/Legal Services,Law / Legal,12/22/2020,Legal,Kuala Lumpur,2500,2500,2500
Practical Training,0,Law/Legal Services,Law / Legal,12/18/2020,Legal,Kuala Lumpur,800,1000,900
Account Assistant,0,General/Cost Accounting,Manufacturing / Production,12/15/2020,Accounting and Finance,Kedah,2500,2500,2500
Accounting Internship,0,General/Cost Accounting,Manufacturing / Production,12/21/2020,Accounting and Finance,Selangor,2500,2500,2500
Accounts Executive,0,General/Cost Accounting,Manufacturing / Production,12/29/2020,Accounting and Finance,Selangor,2500,3500,3000
Accounts Executive,1,General/Cost Accounting,Manufacturing / Production,12/23/2020,Accounting and Finance,Selangor,2400,3500,2950
Accounts Executive / Assistant,0,General/Cost Accounting,Manufacturing / Production,12/16/2020,Accounting and Finance,Selangor,2000,2800,2400
Admin Cum Accounts Assistant,0,General/Cost Accounting,Manufacturing / Production,12/29/2020,Accounting and Finance,Penang,1800,2400,2100
"Assistant, Finance",1,General/Cost Accounting,Manufacturing / Production,12/22/2020,Accounting and Finance,Selangor,2500,2500,2500
"Executive, Finance (Accounting)",0,General/Cost Accounting,Manufacturing / Production,12/17/2020,Accounting and Finance,Selangor,2500,3500,3000
"Executive, Internal Audit",0,Manufacturing,Manufacturing / Production,12/18/2020,Accounting and Finance,Selangor,2500,3500,3000
Fresh Diploma / Degree graduates – Various positions,0,General/Cost Accounting,Manufacturing / Production,12/15/2020,Accounting and Finance,Kedah,2500,2500,2500
Artwork Designer (Modified Design) ????(????),0,Arts/Creative Design,Manufacturing / Production,12/21/2020,Arts Media Communication,Selangor,2000,3000,2500
Graphic Designer,0,Arts/Creative Design,Manufacturing / Production,12/31/2020,Arts Media Communication,Selangor,2100,3000,2550
Junior Graphic Support,1,Arts/Creative Design,Manufacturing / Production,12/22/2020,Arts Media Communication,Johor,1400,2000,1700
Assistant MIS Engineer / MIS Engineer,0,IT - Network/Sys/DB Admin,Manufacturing / Production,12/28/2020,Information Technology,Penang,1700,2500,2100
"Data Science, Information Technology",0,IT - Software,Manufacturing / Production,12/29/2020,Information Technology,Selangor,2500,3500,3000
Embedded Software Development Engineer ( Fresh ...,0,IT - Software,Manufacturing / Production,12/29/2020,Information Technology,Penang,2500,3500,3000
Software Engineer,0,IT - Software,Manufacturing / Production,12/27/2020,Information Technology,Penang,2500,3500,3000
Software Engineer,1,IT - Software,Manufacturing / Production,12/20/2020,Information Technology,Selangor,2400,3400,2900
Software Engineer @ Shah Alam (Open Fresh Degree),0,IT - Software,Manufacturing / Production,12/21/2020,Information Technology,Kuala Lumpur,2500,4000,3250
HR Assistant,0,Human Resources,Manufacturing / Production,12/29/2020,Human Resource,Penang,2000,2500,2250
Digital Marketing Executive,2,Marketing/Business Dev,Manufacturing / Production,12/18/2020,Sales Marketing,Kuala Lumpur,2800,4800,3800
Indoor Sales cum Admin,1,Telesales/Telemarketing,Manufacturing / Production,12/23/2020,Sales Marketing,Selangor,1500,2200,1850
Sales & Marketing Assistant,1,Marketing/Business Dev,Manufacturing / Production,12/24/2020,Sales Marketing,Selangor,2500,2500,2500
Sales & Marketing Officer (Outdoor Sales),0,Sales - Corporate,Manufacturing / Production,12/27/2020,Sales Marketing,Penang,2500,3500,3000
Sales and Marketing Executive,0,Retail Sales,Manufacturing / Production,12/30/2020,Sales Marketing,Kuala Lumpur,1500,2500,2000
Sales And Marketing Executive,0,Sales - Corporate,Manufacturing / Production,12/22/2020,Sales Marketing,Selangor,2500,2500,2500
Sales And Marketing Executive,0,Sales - Corporate,Manufacturing / Production,12/21/2020,Sales Marketing,Selangor,2300,3200,2750
Sales Coordinator,0,Sales - Eng/Tech/IT,Manufacturing / Production,12/28/2020,Sales Marketing,Johor,1500,2500,2000
SALES COORDINATOR,1,Sales - Corporate,Manufacturing / Production,12/18/2020,Sales Marketing,Melaka,2000,2800,2400
Sales Executive,0,Sales - Eng/Tech/IT,Manufacturing / Production,12/25/2020,Sales Marketing,Penang,2500,3500,3000
Sales Executive,1,Sales - Corporate,Manufacturing / Production,12/22/2020,Sales Marketing,Negeri Sembilan,2500,5000,3750
Sales Executive,0,Marketing/Business Dev,Manufacturing / Production,12/22/2020,Sales Marketing,Selangor,2500,3500,3000
SALES EXECUTIVE,0,Sales - Eng/Tech/IT,Manufacturing / Production,12/21/2020,Sales Marketing,Selangor,2500,3500,3000
Sales Support Assistant / Executive,0,Sales - Corporate,Manufacturing / Production,12/22/2020,Sales Marketing,Selangor,2500,2500,2500
Fresh Graduate Program,0,Retail Sales,Manufacturing / Production,12/30/2020,Sales Marketing,Penang,1500,2500,2000
Sales Executive / Trainee,1,Sales - Corporate,Manufacturing / Production,12/18/2020,Sales Marketing,Kedah,1800,2500,2150
EXPORT SALES EXECUTIVE,0,Sales - Corporate,Manufacturing / Production,12/30/2020,Sales Marketing,Kuala Lumpur,2500,2500,2500
Account Helpdesk Agent (Thai Speaker),2,General/Cost Accounting,Property / Real Estate,12/16/2020,Accounting and Finance,Kuala Lumpur,3800,5000,4400
Account Officer,1,General/Cost Accounting,Property / Real Estate,12/15/2020,Accounting and Finance,Selangor,2000,2800,2400
CREDIT ADMINISTRATION ASSISTANT,0,Banking/Financial,Property / Real Estate,12/15/2020,Accounting and Finance,Selangor,2500,2500,2500
Designer cum Social Media Marketing,1,Arts/Creative Design,Property / Real Estate,12/20/2020,Arts Media Communication,Kuala Lumpur,2000,2500,2250
Full Stack Developer (PHP and C),2,IT - Software,Property / Real Estate,12/31/2020,Information Technology,Selangor,3000,6000,4500
"Mobile App Developer (iOS, Android, Flutter)",2,IT - Software,Property / Real Estate,12/31/2020,Information Technology,Selangor,3000,6000,4500
Digital Marketing (Google Ads),0,Digital Marketing,Property / Real Estate,12/28/2020,Sales Marketing,Kuala Lumpur,3000,3500,3250
Property Sales Executive (Basic + Commission) – ...,0,Property/Real Estate,Property / Real Estate,12/21/2020,Sales Marketing,Selangor,2500,2500,2500
"Real Estate Agent (Part-Time  Full-Time),Property ...",0,Sales - Corporate,Property / Real Estate,12/26/2020,Sales Marketing,Kuala Lumpur,10000,20000,15000
Sales Consultant,0,Telesales/Telemarketing,Property / Real Estate,12/23/2020,Sales Marketing,Kuala Lumpur,5000,7000,6000
Sales Executive,0,Sales - Corporate,Property / Real Estate,12/15/2020,Sales Marketing,Selangor,3000,6000,4500
Sales Executive (Johor),0,Sales - Corporate,Property / Real Estate,12/27/2020,Sales Marketing,Johor,2500,2500,2500
Sales Executive ????,0,Retail Sales,Property / Real Estate,12/23/2020,Sales Marketing,Selangor,3000,10000,6500
Telesales Telemarketing,0,Telesales/Telemarketing,Property / Real Estate,12/30/2020,Sales Marketing,Selangor,1500,3000,2250
Research Analyst ( English + Any Other Language ),0,Banking/Financial,Banking / Finance,12/29/2020,Accounting and Finance,Selangor,2500,3500,3000
Admin Cum account assistant,1,General/Cost Accounting,Manufacturing / Production,12/16/2020,Accounting and Finance,Selangor,1700,2400,2050
Programmer,0,IT - Software,Manufacturing / Production,12/17/2020,Information Technology,Penang,2000,2500,2250
Corporate Sales Executive,0,Sales - Corporate,Retail / Merchandise,12/28/2020,Sales Marketing,Selangor,3000,4200,3600
Account Assistant,1,General/Cost Accounting,Retail / Merchandise,12/18/2020,Accounting and Finance,Selangor,2000,3000,2500
Account Assistant- Account Receivable,0,General/Cost Accounting,Retail / Merchandise,12/16/2020,Accounting and Finance,Kuala Lumpur,2500,2500,2500
Accounts Executive,2,General/Cost Accounting,Retail / Merchandise,12/18/2020,Accounting and Finance,Selangor,3000,4000,3500
Graphic Designer,1,Arts/Creative Design,Retail / Merchandise,12/31/2020,Arts Media Communication,,1800,2500,2150
GRAPHIC DESIGNER,0,Arts/Creative Design,Retail / Merchandise,12/20/2020,Arts Media Communication,Kuala Lumpur,1800,2000,1900
Graphic Designer cum Administrator,0,Arts/Creative Design,Retail / Merchandise,12/19/2020,Arts Media Communication,Kuala Lumpur,2500,2500,2500
Graphic Designer cum Digital Online Marketing,0,Arts/Creative Design,Retail / Merchandise,12/28/2020,Arts Media Communication,Johor,1700,2500,2100
Graphic Designer ????? (Fresh Grad / Experience),0,Arts/Creative Design,Retail / Merchandise,12/28/2020,Arts Media Communication,Kuala Lumpur,2500,3500,3000
Programmer,0,IT - Software,Retail / Merchandise,12/30/2020,Information Technology,Kuala Lumpur,3000,4500,3750
JUNIOR CONTENT EDITOR / WRITER,0,Journalist/Editors,Retail / Merchandise,12/29/2020,Journalism,Selangor,2500,2800,2650
Business Administration,0,E-commerce,Retail / Merchandise,12/31/2020,Sales Marketing,Kuala Lumpur,500,800,650
BUSINESS DEVELOPMENT EXECUTIVE,0,Retail Sales,Retail / Merchandise,12/26/2020,Sales Marketing,Johor,1500,3000,2250
Cashier,0,Retail Sales,Retail / Merchandise,12/16/2020,Sales Marketing,Kuala Lumpur,1400,2100,1750
Data Analyst,0,E-commerce,Retail / Merchandise,12/16/2020,Sales Marketing,Penang,2300,3000,2650
Digital Marketing Assistant,0,Digital Marketing,Retail / Merchandise,12/24/2020,Sales Marketing,Penang,1800,2500,2150
E-Commerce Sales Assistant,0,E-commerce,Retail / Merchandise,12/17/2020,Sales Marketing,Selangor,1500,2000,1750
Ecommerce Specialist Intern,0,E-commerce,Retail / Merchandise,12/30/2020,Sales Marketing,Selangor,700,800,750
Graduate Associates,0,Retail Sales,Retail / Merchandise,12/24/2020,Sales Marketing,Kuala Lumpur,2200,2800,2500
HR & Admin Assistant,1,Retail Sales,Retail / Merchandise,12/24/2020,Sales Marketing,Selangor,1500,1900,1700
Logistic Executive,0,Logistics/Supply Chain,Retail / Merchandise,12/18/2020,Sales Marketing,Selangor,2500,2500,2500
ONLINE SALES ADMIN,0,E-commerce,Retail / Merchandise,12/17/2020,Sales Marketing,Kuala Lumpur,1200,2400,1800
Order Processing Specialist,0,E-commerce,Retail / Merchandise,12/22/2020,Sales Marketing,Penang,2300,3000,2650
Outdoor Youtuber Internship,0,Retail Sales,Retail / Merchandise,12/30/2020,Sales Marketing,Selangor,700,800,750
Outlet Sales Assistant  ???? (Klang),0,Retail Sales,Retail / Merchandise,12/23/2020,Sales Marketing,Selangor,2500,2500,2500
Outlet Sales Assistant  ????(KL Mid Valley / Sri ...,0,Retail Sales,Retail / Merchandise,12/23/2020,Sales Marketing,Kuala Lumpur,2500,2500,2500
Outlet Sales Assistant  ????(Mid Valley / Sri ...,0,Retail Sales,Retail / Merchandise,12/22/2020,Sales Marketing,Selangor,2500,2500,2500
Outlet Sales Assistant  ????(Puchong),0,Retail Sales,Retail / Merchandise,12/23/2020,Sales Marketing,Selangor,2500,2500,2500
Performance Analyst,0,E-commerce,Retail / Merchandise,12/23/2020,Sales Marketing,Penang,2800,3500,3150
Personal Shopper - Grocery Home Shopping,0,Retail Sales,Retail / Merchandise,12/16/2020,Sales Marketing,Kuala Lumpur,1500,2500,2000
Retail Assistant - Sunway Pyramid (3 Months),0,Retail Sales,Retail / Merchandise,12/22/2020,Sales Marketing,Selangor,1500,2500,2000
Retail Assistant - Tropicana Gardens Mall,0,Retail Sales,Retail / Merchandise,12/22/2020,Sales Marketing,Selangor,1500,2500,2000
Retail Assistant (Bangsar Shopping Centre),0,Retail Sales,Retail / Merchandise,12/16/2020,Sales Marketing,Kuala Lumpur,1500,2500,2000
Retail Fashion Associate-Eichitoo One Utama,1,Retail Sales,Retail / Merchandise,12/29/2020,Sales Marketing,Selangor,1800,2500,2150
